sku,code,name,description,finish,size,price,mrp,uom,category,page,brand,notes
FRS28-HD,FRS28-HD,Friction Stay Heavy Duty,"Friction Stay Heavy Duty | Size: 700 mm (28"") | Set of 2 Pc",,"700 mm (28"")",3067.00,3067.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=1;pcs_set=Set of 2 Pc
FRS28HL,FRS28HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 710 mm (28"") | Set of 2 Pcs",RS,"710 mm (28"")",1399.00,1399.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 Pcs
WDH1-PL,WDH1-PL,Window-Door Handle with Push Latch,Window-Door Handle with Push Latch | Size: 71x53 | Each,BL,71x53,278.00,278.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
WDH1-PL,WDH1-PL,Window-Door Handle with Push Latch,Window-Door Handle with Push Latch | Size: 71x53 | Each,WH,71x53,278.00,278.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
P-SWL-1K,P-SWL-1K,Sliding Window Lock 1925 (with keys),Sliding Window Lock 1925 (with keys) | Size: - | Pair,BL,-,527.00,527.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=50;pcs_set=Pair
SDF-125SM,SDF-125SM,Standard - 125 Kgs,Standard - 125 Kgs | Size: ZW | 1,ZW,-,1220.00,1220.00,SET,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=1;pcs_set=Set
SWL1,SWL1,Sliding Window Latch (with SWL1-C),Sliding Window Latch (with SWL1-C) | Size: - | Pair,CG,-,610.00,610.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Pair;finish_expanded_from=SL/CG
SWL1,SWL1,Sliding Window Latch (with SWL1-C),Sliding Window Latch (with SWL1-C) | Size: - | Pair,SL,-,610.00,610.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Pair;finish_expanded_from=SL/CG
SWL2-C,SWL2-C,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,BL,-,13.00,13.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
SWL2-C,SWL2-C,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,BR,-,13.00,13.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
SWL2-C,SWL2-C,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,SL,-,13.00,13.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
SWL2-C,SWL2-C,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,WW,-,13.00,13.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
SWL3-D,SWL3-D,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,BL,-,13.00,13.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each;finish_expanded_from=BL/WW
SWL3-D,SWL3-D,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,WW,-,13.00,13.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each;finish_expanded_from=BL/WW
SWL4,SWL4,Sliding Window Latch - Slide Catch (with SWL4-C),Sliding Window Latch - Slide Catch (with SWL4-C) | Size: - | Pair,BR/BL/W W/ SL/CG,-,650.00,650.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Pair
SWL4-C,SWL4-C,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,BR/BL/W W/ SL/WM/C G,-,37.00,37.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each
SWL5,SWL5,Sliding Window Latch - Cranked (with SWL5-CP),Sliding Window Latch - Cranked (with SWL5-CP) | Size: - | Pair,CG,-,624.00,624.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Pair;finish_expanded_from=WW/SL/CG
SWL5,SWL5,Sliding Window Latch - Cranked (with SWL5-CP),Sliding Window Latch - Cranked (with SWL5-CP) | Size: - | Pair,SL,-,624.00,624.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Pair;finish_expanded_from=WW/SL/CG
SWL5,SWL5,Sliding Window Latch - Cranked (with SWL5-CP),Sliding Window Latch - Cranked (with SWL5-CP) | Size: - | Pair,WW,-,624.00,624.00,PAIR,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Pair;finish_expanded_from=WW/SL/CG
SWL5-CP,SWL5-CP,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,SS,-,12.00,12.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each
SWLC-F,SWLC-F,Sliding Window Latch - Receiver Plate,Sliding Window Latch - Receiver Plate,ZW,-,46.00,46.00,PCS,"Window, Door & Glass Hardware",59,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=100;pcs_set=Each
LSPSS-80A-L-SC-TN,LSPSS-80A-L-SC-TN,Linked Sliding Partition System Slim 80 - Soft Close - Left (For Al. Frame 3 Doors),Linked Sliding Partition System Slim 80 - Soft Close - Left (For Al. Frame 3 Doors) | Size: Load: 80 kg | Set,TN,Load: 80 kg,16575.00,16575.00,SET,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Set
LSPSS-80A-R-SC-TN,LSPSS-80A-R-SC-TN,Linked Sliding Partition System Slim 80 - Soft Close - Right (For Al. Frame 3 Doors),Linked Sliding Partition System Slim 80 - Soft Close - Right (For Al. Frame 3 Doors) | Set,TN,Load: 80 kg,16575.00,16575.00,SET,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Set
LSPSS-SC-BP-AB,LSPSS-SC-BP-AB,Bottom Profile for Linked Sliding Partition System Slim 80 - Soft Close,Bottom Profile for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,6600.00,6600.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-UP-AB,LSPSS-SC-UP-AB,Upper Profile for Linked Sliding Partition System Slim 80 - Soft Close,Upper Profile for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,5775.00,5775.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-URMC-AB,LSPSS-SC-URMC-AB,Upper Rail Middle Cover for Linked Sliding Partition System Slim 80 - Soft Close,Upper Rail Middle Cover for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,1175.00,1175.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-URSC-AB,LSPSS-SC-URSC-AB,Upper Rail Side Cover for Linked Sliding Partition System Slim 80 - Soft Close,Upper Rail Side Cover for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,1060.00,1060.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-URTT-AB,LSPSS-SC-URTT-AB,Upper Rail Triple Track for Linked Sliding Partition System Slim 80 - Soft Close,Upper Rail Triple Track for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,31770.00,31770.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-VP-AB,LSPSS-SC-VP-AB,Vertical Profile for Linked Sliding Partition System Slim 80 - Soft Close,Vertical Profile for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,4540.00,4540.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
SDF-125FM,SDF-125FM,Flush - 125 Kgs,Flush - 125 Kgs | Size: ZW | 1,ZW,-,1431.00,1431.00,SET,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=1;pcs_set=Set
SDF-125GM,SDF-125GM,Glass - 125 Kgs,Glass - 125 Kgs | Size: ZW | 1,ZW,-,1855.00,1855.00,SET,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=1;pcs_set=Set
SDF-AS-125M-2,SDF-AS-125M-2,Aluminium Section (125 Kgs),Aluminium Section (125 Kgs) | Size: - | 244m,AS,-,2172.00,2172.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=244m
SDF-AS-125M-3,SDF-AS-125M-3,Aluminium Section (125 Kgs),Aluminium Section (125 Kgs) | Size: - | 366m,AS,-,3254.00,3254.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=366m
SDF-BG12,SDF-BG12,SDF-12 mm Bottom Guide - Plastic,SDF-12 mm Bottom Guide - Plastic | Size: Glass thk 12mm | Each,GR,Glass thk 12mm,31.00,31.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=Each
SDF-BG12-SS,SDF-BG12-SS,SDF 12mm Bottom Guide - SS304,SDF 12mm Bottom Guide - SS304 | Size: 12mm Glass | Each,SS,12mm Glass,55.00,55.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=Each
SDF-SC,SDF-SC,Soft Close Kit for SDF 125 (40Kg),Soft Close Kit for SDF 125 (40Kg) | Size: Load Capacity: 40 kg | Each,GR,Load Capacity: 40 kg,572.00,572.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=Each
SDF-WB,SDF-WB,Wall Mounting Bracket,Wall Mounting Bracket | Size: - | Each,ZW,-,1305.00,1305.00,PCS,"Window, Door & Glass Hardware",60,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);pcs_set=Each;price_per_pack_of=40
SDFI-80,SDFI-80,Sliding Door System 80 - Invisible (including upper rail & down rail 1200mm),Sliding Door System 80 - Invisible (including upper rail & down rail 1200mm) | Size: Max Load Capacity: 80 Kg | Set,SL,Max Load Capacity: 80 Kg,26894.00,26894.00,SET,"Window, Door & Glass Hardware",60,EBCO,section=Sliding Door System 80 - Invisible;pcs_set=Set
AK-LSPS-100A-SC,AK-LSPS-100A-SC,Add on kit for Linked Sliding Partition System 100 - Soft Close (For Al Frame 3+1 Doors),Add on kit for Linked Sliding Partition System 100 - Soft Close (For Al Frame 3+1 Doors) | Size: ≤ 80 kgs/ Door | Set,TN,≤ 80 kgs/ Door,8035.00,8035.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 100 - Soft Close (For 2+1 Doors);pcs_set=Set
AK-LSPS-100W-SC,AK-LSPS-100W-SC,Add on kit for Linked Sliding Partition System 100 - Soft Close (For Wood 3+1 Doors),Add on kit for Linked Sliding Partition System 100 - Soft Close (For Wood 3+1 Doors) | Size: ≤ 80 kgs/ Door | Set,TN,≤ 80 kgs/ Door,6930.00,6930.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 100 - Soft Close (For 2+1 Doors);pcs_set=Set
HL1-SPS,HL1-SPS,Handle with Latch for Sliding Partition System (Set of 2 Handles with Latch),Handle with Latch for Sliding Partition System (Set of 2 Handles with Latch) | Size: - | Set,BL,-,2673.00,2673.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
HL1-SPS-BG,HL1-SPS-BG,Handle with Latch for Sliding Partition System (Set of 2 Handles with Latch),Handle with Latch for Sliding Partition System (Set of 2 Handles with Latch) | Size: - | Set,BG,-,3011.00,3011.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
LSPS-100A-SC,LSPS-100A-SC,Linked Sliding Partition System 100 - Soft Close (For Al Frame 2+1 Doors),Linked Sliding Partition System 100 - Soft Close (For Al Frame 2+1 Doors) | Size: 100 kg/Door | Set,TN,100 kg/Door,17806.00,17806.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 100 - Soft Close (For 2+1 Doors);pcs_set=Set
LSPS-100W-SC,LSPS-100W-SC,Linked Sliding Partition System 100 - Soft Close (For Wood 2+1 Doors),Linked Sliding Partition System 100 - Soft Close (For Wood 2+1 Doors) | Size: 80 kg/Door | Set,TN,80 kg/Door,16217.00,16217.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 100 - Soft Close (For 2+1 Doors);pcs_set=Set
LSPSS-SC-S,LSPSS-SC-S,Weather Strip for Vertical Profile Side Cover for Linked Sliding Partition System Slim 80 - Soft Close,Weather Strip for Vertical Profile Side Cover for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,280.00,280.00,PCS,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-VPS,LSPSS-SC-VPS,Vertical Profile Side Cover Only with Weather Strip Slot for Linked Sliding Partition System Slim 80 - Soft Close,Vertical Profile Side Cover Only with Weather Strip Slot for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,2535.00,2535.00,PCS,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
LSPSS-SC-VPSC-AB,LSPSS-SC-VPSC-AB,Vertical Profile Side Cover for Linked Sliding Partition System Slim 80 - Soft Close,Vertical Profile Side Cover for Linked Sliding Partition System Slim 80 - Soft Close | Size: 3 mtr | Each,AB,3 mtr,2415.00,2415.00,PCS,"Window, Door & Glass Hardware",61,EBCO,section=Linked Sliding Partition System 80 - Soft Close;spu=1;pcs_set=Each
MHL-SPS-BL,MHL-SPS-BL,Mortise Handle Lock for Sliding Partition System (keyless),Mortise Handle Lock for Sliding Partition System (keyless) | Size: - | Set,BL,-,4157.00,4157.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
MHLK-SPS-BG,MHLK-SPS-BG,Mortise Handle Lock for Sliding Partition System (with keys),Mortise Handle Lock for Sliding Partition System (with keys) | Size: - | Set,BG,-,5384.00,5384.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
MHLK-SPS-BL,MHLK-SPS-BL,Mortise Handle Lock for Sliding Partition System (with keys),Mortise Handle Lock for Sliding Partition System (with keys) | Size: - | Set,BL,-,4836.00,4836.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
SDF-100A-SC,SDF-100A-SC,Sliding Door System 100 - Soft Close (for Al framed Door),Sliding Door System 100 - Soft Close (for Al framed Door) | Size: 80 kg/Door | Set,TN,80 kg/Door,4956.00,4956.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Sliding Door System 100 - Soft Close;pcs_set=Set
SDF-100G-SC,SDF-100G-SC,Sliding Door System 100 - Soft Close (for Glass Door),Sliding Door System 100 - Soft Close (for Glass Door) | Size: 80 kg/Door | Set,TN,80 kg/Door,7162.00,7162.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Sliding Door System 100 - Soft Close;pcs_set=Set
SDF-100W-SC,SDF-100W-SC,Sliding Door System 100 - Soft Close (for Wooden Door),Sliding Door System 100 - Soft Close (for Wooden Door) | Size: 80 kg/Door | Set,TN,80 kg/Door,4412.00,4412.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=Sliding Door System 100 - Soft Close;pcs_set=Set
SSPS-100A-SC,SSPS-100A-SC,2 Way Syncro Sliding Partition System 100 - Soft Close (For AlFrame 2+2 doors),2 Way Syncro Sliding Partition System 100 - Soft Close (For AlFrame 2+2 doors) | Size: 80 kg/Door | Set,TN,80 kg/Door,23962.00,23962.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
SSPS-100W-SC,SSPS-100W-SC,2 Way Syncro Sliding Partition System 100 - Soft Close (For Wood 2+2 doors),2 Way Syncro Sliding Partition System 100 - Soft Close (For Wood 2+2 doors) | Size: 80 kg/Door | Set,TN,80 kg/Door,20125.00,20125.00,SET,"Window, Door & Glass Hardware",61,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
SWLC,SWLC,Sliding Window Latch - Click Fit (with SWLC-F),Sliding Window Latch - Click Fit (with SWLC-F),AC,,445.00,445.00,PCS,"Window, Door & Glass Hardware",61,EBCO,audit_added_missing
SWLC,SWLC,Sliding Window Latch - Click Fit (with SWLC-F),Sliding Window Latch - Click Fit (with SWLC-F),BL,,445.00,445.00,PCS,"Window, Door & Glass Hardware",61,EBCO,audit_added_missing
SWLC,SWLC,Sliding Window Latch - Click Fit (with SWLC-F),Sliding Window Latch - Click Fit (with SWLC-F),WW,,445.00,445.00,PCS,"Window, Door & Glass Hardware",61,EBCO,audit_added_missing
SWLCL,SWLCL,SWL Click Fit Long,SWL Click Fit Long,AC,,493.00,493.00,PCS,"Window, Door & Glass Hardware",61,EBCO,audit_added_missing
SWLCL,SWLCL,SWL Click Fit Long,SWL Click Fit Long,BL,,493.00,493.00,PCS,"Window, Door & Glass Hardware",61,EBCO,audit_added_missing
SWLCL,SWLCL,SWL Click Fit Long,SWL Click Fit Long,WW,,493.00,493.00,PCS,"Window, Door & Glass Hardware",61,EBCO,audit_added_missing
BGT1-2-AB,BGT1-2-AB,Bottom Guide Track (for Sliding Door/Partition System),Bottom Guide Track (for Sliding Door/Partition System) | Size: 2.5m | 2.5m,AB,2.5m,864.00,864.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=2.5m;price_unit=pc
BGT1-2-BG,BGT1-2-BG,Bottom Guide Track (for Sliding Door/Partition System),Bottom Guide Track (for Sliding Door/Partition System) | Size: 2.5m | 2.5m,BG,2.5m,995.00,995.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=2.5m;price_unit=pc
BGT1-3-AB,BGT1-3-AB,Bottom Guide Track (for Sliding Door/Partition System),Bottom Guide Track (for Sliding Door/Partition System) | Size: 3.66m | 3.66m,AB,3.66m,1361.00,1361.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=3.66m;price_unit=pc
BGT1-3-BG,BGT1-3-BG,Bottom Guide Track (for Sliding Door/Partition System),Bottom Guide Track (for Sliding Door/Partition System) | Size: 3.66m | 3.66m,BG,3.66m,1476.00,1476.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=3.66m;price_unit=pc
MHL-SPS-BG,MHL-SPS-BG,Mortise Handle Lock for Sliding Partition System (keyless),Mortise Handle Lock for Sliding Partition System (keyless) | Size: - | Set,BG,-,4598.00,4598.00,SET,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=Set
TST1-2-AB,TST1-2-AB,Top Sliding Track (for Sliding Door/Partition System),Top Sliding Track (for Sliding Door/Partition System) | Size: 2.5m | 2.5m,AB,2.5m,3586.00,3586.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=2.5m;price_unit=pc
TST1-2-BG,TST1-2-BG,Top Sliding Track (for Sliding Door/Partition System),Top Sliding Track (for Sliding Door/Partition System) | Size: 2.5m | 2.5m,BG,2.5m,3874.00,3874.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=2.5m;price_unit=pc
TST1-3-AB,TST1-3-AB,Top Sliding Track (for Sliding Door/Partition System),Top Sliding Track (for Sliding Door/Partition System) | Size: 3.66m | 3.66m,AB,3.66m,5767.00,5767.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=3.66m;price_unit=pc
TST1-3-BG,TST1-3-BG,Top Sliding Track (for Sliding Door/Partition System),Top Sliding Track (for Sliding Door/Partition System) | Size: 3.66m | 3.66m,BG,3.66m,6235.00,6235.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=3.66m;price_unit=pc
TST1-5-AB,TST1-5-AB,Top Sliding Track (for Sliding Door/Partition System),Top Sliding Track (for Sliding Door/Partition System) | Size: 5m | 5m,AB,5m,7169.00,7169.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=5m;price_unit=pc
TST1-5-BG,TST1-5-BG,Top Sliding Track (for Sliding Door/Partition System),Top Sliding Track (for Sliding Door/Partition System) | Size: 5m | 5m,BG,5m,7748.00,7748.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=5m;price_unit=pc
TTCP1-2-AB,TTCP1-2-AB,Top Track Cover Profile (for Sliding Door/Partition System),Top Track Cover Profile (for Sliding Door/Partition System) | Size: 2.5m | 2.5m,AB,2.5m,1633.00,1633.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=2.5m;price_unit=pc
TTCP1-2-BG,TTCP1-2-BG,Top Track Cover Profile (for Sliding Door/Partition System),Top Track Cover Profile (for Sliding Door/Partition System) | Size: 2.5m | 2.5m,BG,2.5m,1598.00,1598.00,PCS,"Window, Door & Glass Hardware",62,EBCO,section=2 Way Syncro Sliding Partition System 100 - Soft Close (For 2+2 doors);pcs_set=2.5m;price_unit=pc
